Spindle 1	Spindle 2	Spindle 3	Spindle 4	Spindle 5	Spindle 6	Spindle_Mean
89.6519985385601075	99.6370152520506736	96.6674739392291258	105.489480949690517	100.386914826380618	98.8600749314885405	98.4488264062332637
91.5825223813624518	101.155152745484429	95.3834780291844169	103.504516723151056	101.45305650489972	97.2060060325125193	98.3807887360990989
91.0420087413779271	101.248490271217492	94.5122416598199493	106.821935472390393	100.992209232732066	97.8175159257479834	98.7390668838809683
89.0962903026924948	100.396778670997449	91.8562369340183125	105.176393731411167	100.384705863768872	98.4050313637753646	97.55257281111061
90.0383860107143192	98.5264546360535718	94.2008667585886599	104.771837762910749	101.072990164424496	98.4630822090263251	97.8456029236196869
91.07127097387405	101.29104666325027	96.0011079140713832	104.98967622739967	101.842250098142614	98.5559284514060607	98.9585467213573414
89.7342548192408032	101.032568351895279	96.208114034337683	105.701062835860768	100.127305305423946	98.3126205256166088	98.5193209787291811
88.7088730236258414	99.934910808677671	94.1389869223260689	104.833673965630268	99.2979334288682764	99.8800007950154338	97.79906315735726
89.9417271058020304	100.311998841006286	96.3954692738793284	104.476395037381408	99.8086101790991478	97.2087629145627972	98.0238272252884997
88.2699180091575357	99.6002354612741527	94.0210156006742324	103.968199478665085	101.67264526075769	97.6786198887044321	97.5351056165388547
90.8308944164401879	98.8399133839011341	94.8817905630311174	104.719561946285594	99.2240047593182766	97.2435113503704542	97.6232794032244608
90.4342193447827611	99.107214755468263	96.4439264575508446	105.764818760697438	100.006096175097397	98.7394716304926874	98.4159578540148985
87.8550966135421021	100.133941293101884	94.2789911148814497	104.641523480778801	101.541155116128436	98.4288019945088308	97.8132516021569174
89.2319668406507418	100.526431715684936	94.3886105955757415	104.644441353061666	99.8456772888143576	98.7664694385570812	97.9005995387240873
87.9896785500691152	100.950771085034504	94.3903438064634344	106.366495296675041	100.661774911621151	97.9175778943750288	98.0461069240397123
90.4965099582176862	99.8705850394265013	94.3997320895068697	104.936602888731088	99.3535187837388349	97.0354288616439788	97.6820629368774931
88.7744273285190388	99.778640134142691	96.5137771471157038	104.554028603262182	100.214462955580643	97.8016076596807977	97.9394906380501761
89.7108814035200481	100.737712461210592	93.9427421988643943	103.525423856660623	98.8718835688033266	96.8565542591067157	97.2741996246942833
88.6198029094479836	100.631646809239683	94.5843348960890466	105.212085756789307	100.18295055708451	99.3493439513719778	98.096694146670418
89.2319377591448273	98.3546280221557794	94.1889996236457847	105.645287851406437	99.9395657478405468	96.7555247466238626	97.3526572918028729
90.6272261539416064	101.064111559979892	96.166393803568269	105.153210163627932	99.1765492726935065	98.6953764194299481	98.4804778955401924
89.4073538630285896	99.6563543700726342	93.3445867346430163	106.600869147358878	98.3976367251135713	98.2035391374228368	97.6017233296065877
90.9819371842497588	100.705764112697238	94.457585497411273	104.705197478213009	100.016948601402021	99.0066609989819142	98.312348978825869
90.9411390687693597	100.874032268857093	93.9623170084532262	105.42002508241157	100.085791123697334	99.404344598595145	98.4479415251306212
89.7490972542452852	98.9700394570693618	94.8432824975509163	104.582955421766883	99.7528497848900173	97.5898884420861066	97.5813521429347617
