ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
41277,Ana Sofa Gmez Porras,F,20.0,156.0,46.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,All-Around,
41277,Ana Sofa Gmez Porras,F,20.0,156.0,46.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Floor,
41277,Ana Sofa Gmez Porras,F,20.0,156.0,46.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Uneven Bars,
41277,Ana Sofa Gmez Porras,F,20.0,156.0,46.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Balance Beam,
41289,Elena Gmez Servera,F,18.0,150.0,40.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,All-Around,
41289,Elena Gmez Servera,F,18.0,150.0,40.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Team,
41289,Elena Gmez Servera,F,18.0,150.0,40.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Floor,
41289,Elena Gmez Servera,F,18.0,150.0,40.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Vault,
41289,Elena Gmez Servera,F,18.0,150.0,40.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Uneven Bars,
41289,Elena Gmez Servera,F,18.0,150.0,40.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Gymnastics,Balance Beam,
41577,Leyanet Gonzlez Calero,F,25.0,154.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,All-Around,
41577,Leyanet Gonzlez Calero,F,25.0,154.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Floor,
41577,Leyanet Gonzlez Calero,F,25.0,154.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Vault,
41577,Leyanet Gonzlez Calero,F,25.0,154.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Uneven Bars,
41577,Leyanet Gonzlez Calero,F,25.0,154.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Gymnastics,Balance Beam,
41596,Mara del Carmen Gonzlez Resina,F,19.0,,,Spain,ESP,1960 Summer,1960,Summer,Roma,Gymnastics,All-Around,
41596,Mara del Carmen Gonzlez Resina,F,19.0,,,Spain,ESP,1960 Summer,1960,Summer,Roma,Gymnastics,Team,
41596,Mara del Carmen Gonzlez Resina,F,19.0,,,Spain,ESP,1960 Summer,1960,Summer,Roma,Gymnastics,Floor,
41596,Mara del Carmen Gonzlez Resina,F,19.0,,,Spain,ESP,1960 Summer,1960,Summer,Roma,Gymnastics,Vault,
41596,Mara del Carmen Gonzlez Resina,F,19.0,,,Spain,ESP,1960 Summer,1960,Summer,Roma,Gymnastics,Uneven Bars,
41596,Mara del Carmen Gonzlez Resina,F,19.0,,,Spain,ESP,1960 Summer,1960,Summer,Roma,Gymnastics,Balance Beam,
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,All-Around,
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Team,
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Floor,
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Vault,
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Uneven Bars,
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Balance Beam,
41899,"Angelina ""Anka"" Goropenko (-Keran)",F,21.0,,,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
42830,Gertrude Gries,F,23.0,,,Austria,AUT,1948 Summer,1948,Summer,London,Gymnastics,Team,
42830,Gertrude Gries,F,27.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
42830,Gertrude Gries,F,27.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,
42830,Gertrude Gries,F,27.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
42830,Gertrude Gries,F,27.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
42830,Gertrude Gries,F,27.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
42830,Gertrude Gries,F,27.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
42903,Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,All-Around,
42903,Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Team,
42903,Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Floor,
42903,Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Vault,
42903,Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Uneven Bars,
42903,Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Balance Beam,
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,All-Around,
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Silver
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Floor,
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Vault,
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Uneven Bars,
42903,Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Balance Beam,
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,All-Around,
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Team,Silver
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Floor,
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Vault,
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Uneven Bars,
42905,Cristina Elena Grigora,F,14.0,156.0,44.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Balance Beam,
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,All-Around,
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Team,Gold
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Floor,
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Vault,
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Uneven Bars,
42905,Cristina Elena Grigora,F,18.0,156.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Balance Beam,
42907,Andreea Florentina Grigore,F,17.0,146.0,39.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,All-Around,
42907,Andreea Florentina Grigore,F,17.0,146.0,39.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Team,Bronze
42907,Andreea Florentina Grigore,F,17.0,146.0,39.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Uneven Bars,
42910,Tatyana Grigorenko,F,16.0,150.0,38.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,All-Around,
42910,Tatyana Grigorenko,F,16.0,150.0,38.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Team,
42910,Tatyana Grigorenko,F,16.0,150.0,38.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Floor,
42910,Tatyana Grigorenko,F,16.0,150.0,38.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Vault,
42910,Tatyana Grigorenko,F,16.0,150.0,38.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Balance Beam,
42918,Rayna Ivanova Grigorova,F,20.0,163.0,55.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
42918,Rayna Ivanova Grigorova,F,20.0,163.0,55.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,
42918,Rayna Ivanova Grigorova,F,20.0,163.0,55.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
42918,Rayna Ivanova Grigorova,F,20.0,163.0,55.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
42918,Rayna Ivanova Grigorova,F,20.0,163.0,55.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
42918,Rayna Ivanova Grigorova,F,20.0,163.0,55.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
42918,Rayna Ivanova Grigorova,F,29.0,163.0,55.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,All-Around,
42918,Rayna Ivanova Grigorova,F,29.0,163.0,55.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Team,
42918,Rayna Ivanova Grigorova,F,29.0,163.0,55.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Floor,
42918,Rayna Ivanova Grigorova,F,29.0,163.0,55.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Vault,
42918,Rayna Ivanova Grigorova,F,29.0,163.0,55.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Uneven Bars,
42918,Rayna Ivanova Grigorova,F,29.0,163.0,55.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Balance Beam,
42918,Rayna Ivanova Grigorova,F,33.0,163.0,55.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,All-Around,
42918,Rayna Ivanova Grigorova,F,33.0,163.0,55.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Floor,
42918,Rayna Ivanova Grigorova,F,33.0,163.0,55.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Vault,
42918,Rayna Ivanova Grigorova,F,33.0,163.0,55.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Uneven Bars,
42918,Rayna Ivanova Grigorova,F,33.0,163.0,55.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Balance Beam,
42941,Hildegard Grill (Leeb-),F,24.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
42941,Hildegard Grill (Leeb-),F,24.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,
42941,Hildegard Grill (Leeb-),F,24.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
42941,Hildegard Grill (Leeb-),F,24.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
42941,Hildegard Grill (Leeb-),F,24.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
42941,Hildegard Grill (Leeb-),F,24.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
43031,Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,All-Around,
43031,Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Team,Silver
43031,Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Floor,
43031,Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Uneven Bars,
43031,Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Balance Beam,
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,All-Around,
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Team,Gold
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Floor,
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Vault,
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Uneven Bars,
43101,Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Balance Beam,
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,All-Around,
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Team,Silver
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Floor,
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Vault,
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Uneven Bars,
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Balance Beam,
43178,Edna Gross,F,25.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,
43190,Pascale Grossenbacher,F,18.0,152.0,40.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Gymnastics,All-Around,
43190,Pascale Grossenbacher,F,18.0,152.0,40.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Gymnastics,Floor,
43190,Pascale Grossenbacher,F,18.0,152.0,40.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Gymnastics,Vault,
43190,Pascale Grossenbacher,F,18.0,152.0,40.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Gymnastics,Uneven Bars,
43190,Pascale Grossenbacher,F,18.0,152.0,40.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Gymnastics,Balance Beam,
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,All-Around,
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Team,Gold
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Floor,
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Vault,
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Uneven Bars,
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Balance Beam,
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,All-Around,
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Gold
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Floor,
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Vault,
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Uneven Bars,
43290,Yelena Aleksandrovna Grudneva,F,18.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Balance Beam,
43307,Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
43307,Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,
43307,Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
43307,Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
43307,Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
43307,Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
43370,Veronica Grymonprez,F,16.0,165.0,59.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Gymnastics,All-Around,
43370,Veronica Grymonprez,F,16.0,165.0,59.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Gymnastics,Floor,
43370,Veronica Grymonprez,F,16.0,165.0,59.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Gymnastics,Vault,
43370,Veronica Grymonprez,F,16.0,165.0,59.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Gymnastics,Uneven Bars,
43370,Veronica Grymonprez,F,16.0,165.0,59.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Gymnastics,Balance Beam,
43370,Veronica Grymonprez,F,20.0,165.0,59.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Gymnastics,All-Around,
43370,Veronica Grymonprez,F,20.0,165.0,59.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Floor,
43370,Veronica Grymonprez,F,20.0,165.0,59.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Vault,
43370,Veronica Grymonprez,F,20.0,165.0,59.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Uneven Bars,
43370,Veronica Grymonprez,F,20.0,165.0,59.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Balance Beam,
43444,Gianna Guaita,F,25.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Team,
43672,G. Guibert,F,,,,France,FRA,1948 Summer,1948,Summer,London,Gymnastics,Team,
43847,Erzsbet Gulys-Kteles,F,23.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Gymnastics,Team,Silver
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,Silver
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
43847,Erzsbet Gulys-Kteles,F,27.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,All-Around,
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Team,Silver
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Floor,
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Vault,
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Uneven Bars,
43847,Erzsbet Gulys-Kteles,F,32.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Balance Beam,
43939,Jana Gnther,F,17.0,163.0,50.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,All-Around,
43939,Jana Gnther,F,17.0,163.0,50.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,
43939,Jana Gnther,F,17.0,163.0,50.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Floor,
43939,Jana Gnther,F,17.0,163.0,50.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Vault,
43939,Jana Gnther,F,17.0,163.0,50.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Uneven Bars,
43939,Jana Gnther,F,17.0,163.0,50.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Balance Beam,
44343,Ileana Gyarfa,F,20.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,All-Around,
44343,Ileana Gyarfa,F,20.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,Team,
44343,Ileana Gyarfa,F,20.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,Floor,
44343,Ileana Gyarfa,F,20.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,Vault,
44343,Ileana Gyarfa,F,20.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,Uneven Bars,
44343,Ileana Gyarfa,F,20.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,Balance Beam,
44388,Brooke Jade Gysen,F,14.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Gymnastics,All-Around,
44388,Brooke Jade Gysen,F,14.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,
44388,Brooke Jade Gysen,F,14.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Gymnastics,Floor,
44388,Brooke Jade Gysen,F,14.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Gymnastics,Vault,
44388,Brooke Jade Gysen,F,14.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Gymnastics,Uneven Bars,
44388,Brooke Jade Gysen,F,14.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Gymnastics,Balance Beam,
44436,Ulla Stina Haage (-Ljunggren),F,23.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Gymnastics,Team,
44575,Kelly Louise Hackman,F,19.0,157.0,52.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Gymnastics,All-Around,
44575,Kelly Louise Hackman,F,19.0,157.0,52.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Gymnastics,Team,
44575,Kelly Louise Hackman,F,19.0,157.0,52.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Gymnastics,Floor,
44575,Kelly Louise Hackman,F,19.0,157.0,52.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Gymnastics,Uneven Bars,
44575,Kelly Louise Hackman,F,19.0,157.0,52.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Gymnastics,Balance Beam,
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,All-Around,
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Team,Silver
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Floor,
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Vault,
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Uneven Bars,
44585,Vanda Maria Hdrean,F,16.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Balance Beam,
45381,Mria Hmos,F,,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Team,
45432,Han Gyeong-Im,F,17.0,155.0,46.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Gymnastics,All-Around,
45432,Han Gyeong-Im,F,17.0,155.0,46.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Gymnastics,Team,
45432,Han Gyeong-Im,F,17.0,155.0,46.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Gymnastics,Floor,
