,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
0,121.12232178555469,Private room,False,True,2.0,False,0,0,6.0,69.0,1,5.7341166572612465,0.43709397969346103,222.88224309911027,15.493413664160135,470.088502495484,8.413765094939668,-0.04975,51.5257
1,195.91241562595545,Private room,False,True,2.0,False,1,0,10.0,96.0,1,4.7889050473136034,1.4640504773133405,235.38584109463798,16.362587508345335,530.1335248872796,9.48846637106759,-0.08475,51.5421
2,193.32533690820574,Private room,False,True,3.0,False,1,0,10.0,95.0,1,4.596677135559678,0.4503061902329289,268.91381200236214,18.693247480940393,548.9876101271984,9.825921644801221,-0.14585,51.54802
3,180.3899433194572,Private room,False,True,2.0,False,1,0,9.0,87.0,1,2.0547691488479165,0.13267048876790122,472.38131400596774,32.837066799706825,1021.2710620354165,18.278972509667156,-0.10611,51.52108
4,405.700980738023,Entire home/apt,False,False,3.0,False,0,1,7.0,65.0,0,4.491276914092279,0.35410752865316314,318.4914697667372,22.139583759519823,692.7754111950571,12.399472742691561,-0.18797,51.493990000000004
5,354.1945953573696,Entire home/apt,False,False,2.0,False,0,1,9.0,93.0,0,4.46789400494947,0.35074943118123925,321.86460036843016,22.374063218397247,703.0685639584909,12.583702241983968,-0.18805,51.49473
6,430.3958230438157,Private room,False,True,2.0,True,0,1,10.0,97.0,1,1.787295137627979,0.25382670047086614,509.09894633810455,35.38945257337911,1071.720709487221,19.1819332937082,-0.11023,51.52023
7,244.83172228885908,Private room,False,True,2.0,False,0,1,9.0,88.0,1,2.430836135583132,0.5467986084394321,412.0571468146056,28.643698753665912,932.6661926325269,16.693099735782663,-0.11644000000000002,51.52905
8,438.1570591970648,Entire home/apt,False,False,4.0,False,0,1,9.0,87.0,1,1.4904420529263622,0.12623005421528746,575.9233366037511,40.034676467597315,1454.3794232878683,26.030857511933096,-0.13621,51.52057
9,128.88355793880382,Private room,False,True,2.0,True,1,0,10.0,97.0,1,12.806673324361237,5.292437861989195,96.5362947792489,6.710614214139593,195.8358965425308,3.5051213163453,0.03848,51.45827
10,315.62360356546486,Entire home/apt,False,False,4.0,False,1,0,8.0,89.0,2,7.723490575794431,1.2927012180238908,158.17769515027032,10.995548273968074,331.34466159174,5.930492095202776,-0.027469999999999998,51.538709999999995
11,567.0406171358686,Entire home/apt,False,False,2.0,False,0,0,10.0,98.0,1,5.301028572706388,1.588976258095192,209.63219232947367,14.5723509774668,467.6004843571319,8.369233905478712,-0.16032000000000002,51.465309999999995
12,159.6933135774595,Private room,False,True,2.0,False,0,0,10.0,98.0,1,5.502306364285009,0.7306343033203792,197.24794135833014,13.711473410242291,415.4599840137468,7.436009800883476,-0.12619,51.45888
13,152.16726639855125,Private room,False,True,2.0,False,1,0,10.0,98.0,1,6.871355186739633,0.4755427639681532,181.47127753642854,12.614775999832538,382.35209729223266,6.843436316984307,-0.03435,51.52919
14,85.1384087113996,Private room,False,True,2.0,False,1,0,10.0,100.0,1,15.978603082418653,5.743829006287796,75.1661921674451,5.22509506642088,153.46669996447778,2.746786523265598,0.1,51.486999999999995
15,1133.8460452973964,Entire home/apt,False,False,6.0,False,0,0,9.0,93.0,3,3.4090380361032477,0.17790029334403773,548.1838077554046,38.106393669827625,845.9352009867638,15.14076610863628,-0.17132,51.4945
16,132.64658152825797,Private room,False,True,2.0,True,0,0,10.0,98.0,1,8.252562743764491,3.090115612794172,135.3750330029545,9.410446327846012,282.64660179210784,5.0588816781039965,-0.10775,51.435190000000006
17,296.5732966438533,Private room,False,True,2.0,True,1,0,10.0,99.0,1,2.1989411367629432,0.3792748228716378,553.894853485197,38.503390724040074,961.4784025414228,17.20878808968337,-0.09683,51.50343
18,335.14428843575814,Private room,False,True,2.0,False,1,0,10.0,96.0,1,2.32296664152964,0.4531738522115443,428.28715690931244,29.77191003095,959.0415959973442,17.165173498526915,-0.10554000000000001,51.52407
19,348.07968202450667,Private room,False,True,2.0,False,1,0,10.0,97.0,1,2.712212673185901,0.3597825411524876,385.8297941707832,26.820533219362453,848.3882783214289,15.184671918593398,-0.10624000000000001,51.52877
20,618.3118135421811,Entire home/apt,False,False,2.0,True,0,0,10.0,99.0,1,3.1884329781883545,0.5024665907444392,334.35087642988407,23.242032947412316,752.9851285096714,13.477121770967365,-0.09902000000000001,51.5308
21,232.13151767445143,Private room,False,True,2.0,False,1,0,5.0,70.0,1,6.599720665756927,1.6223185949822985,168.41827955864653,11.70741122094662,346.8778837851618,6.20850970679967,-0.09949,51.45165
22,185.5641007549566,Private room,False,True,2.0,False,1,0,9.0,93.0,1,6.726106220328649,1.7205846158357323,165.40814427477468,11.498164981813193,340.26876933706177,6.090218074146051,-0.09961,51.45044
23,219.19612408570285,Entire home/apt,False,False,2.0,False,1,0,9.0,91.0,1,5.367969603378928,0.4648295069663648,245.42381489527958,17.06036620206651,517.7948368997194,9.267625355480142,-0.05293,51.52105
24,538.5827512406219,Entire home/apt,False,False,4.0,True,0,0,10.0,98.0,2,4.729047653394812,0.4832641228746858,227.72757903746665,15.830231855645199,454.68475188644516,8.138064799107116,-0.11307,51.46679
25,116.18335332439615,Private room,False,True,2.0,False,1,0,10.0,97.0,1,9.241976415472703,5.420590900747324,129.48683987783755,9.00113506754371,260.84108697689527,4.668600957653515,-0.031160000000000004,51.45106
26,128.88355793880382,Private room,False,True,2.0,False,0,1,10.0,95.0,1,13.92965233807961,4.965367032520383,88.02233773541475,6.118775866836371,180.05930186531398,3.2227477613497637,0.0685,51.481840000000005
27,141.8189515275524,Private room,False,True,2.0,True,0,0,10.0,97.0,1,7.398967858163787,3.263459501008728,165.55154659352235,11.508133436068965,324.84948287234135,5.814239713567052,-0.04098,51.46955
28,225.5462263929067,Private room,False,True,2.0,True,1,0,10.0,99.0,1,5.707848381255589,1.7239601927766204,195.6938959293382,13.603445653748642,452.23161103177415,8.094157852252572,-0.16575,51.462920000000004
29,203.6736517792046,Entire home/apt,False,False,4.0,False,0,1,10.0,93.0,0,5.806479787970372,0.148016431257232,200.44405877959073,13.93364799283028,472.95413191471187,8.46505486836433,-0.18100000000000002,51.54845
30,281.05082433735504,Private room,False,True,3.0,False,0,0,9.0,98.0,1,3.257927658621735,0.8253995200000863,329.4788703468957,22.903360810195547,735.331880562146,13.161159392383917,-0.12055,51.537279999999996
31,142.05414050189327,Private room,False,True,2.0,True,0,0,10.0,98.0,1,11.909711878785812,6.71090897944948,100.83337611440773,7.009321090687639,204.49880187712472,3.6601722272653623,0.00475,51.44025
32,177.80286460170748,Private room,False,True,2.0,True,1,0,10.0,96.0,1,7.821555566328146,0.4589409875840098,142.17941689573829,9.883445580342624,321.0394505674929,5.746046774052573,-0.15779,51.44062
33,128.88355793880382,Private room,False,True,2.0,False,1,0,10.0,100.0,1,10.933543560778592,3.842489220349568,118.01709703427451,8.203828525641038,239.98074776485498,4.2952372335906155,0.015119999999999998,51.46678
