,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
0,296.15994034858795,Private room,False,True,2.0,True,0,0,10.0,97.0,1,0.6998206055056153,0.19370939031706735,518.4789465008673,25.239380398515987,1218.6622284510793,71.60802817745319,2.35385,48.86282
1,288.23748718426697,Private room,False,True,2.0,True,0,0,10.0,97.0,1,2.1000054433997444,0.1072206891589171,873.2169615301826,42.50790743045091,1000.5433274192945,58.791462564378435,2.32436,48.85902
2,211.3430888246808,Private room,False,True,2.0,False,0,0,10.0,94.0,1,3.3023251127700455,0.23472381656067035,444.55607679801517,21.64084001192558,902.854467379711,53.05131038847254,2.31714,48.87475
3,298.9561002889365,Entire home/apt,False,False,2.0,False,0,1,9.0,91.0,1,0.5475666761571238,0.19599652223107802,542.1420139360312,26.391290547274238,1199.184165720548,70.46350623175964,2.356,48.861000000000004
4,247.9261813775748,Entire home/apt,False,False,4.0,False,0,0,7.0,82.0,1,1.1979209303289824,0.10357285151849052,406.928958394001,19.809164567612573,1070.7754966319856,62.91827230257647,2.35915,48.866479999999996
5,527.0761487557088,Entire home/apt,False,False,4.0,True,0,0,10.0,93.0,1,1.5432014736898958,0.5491302602196696,967.4781120214544,47.096508472223384,1095.8704340298427,64.39283920252969,2.33201,48.858909999999995
6,193.6340758691397,Private room,False,True,2.0,False,0,0,10.0,90.0,1,3.9981755450888623,0.41583790461637266,422.89562933657686,20.586416728644977,803.4340486048403,47.20941262317152,2.3067,48.875820000000004
7,207.1488489141579,Entire home/apt,False,False,2.0,False,0,0,10.0,95.0,1,1.4252792256271227,0.20738651517980097,374.3677619299375,18.224096496220906,1018.1593595624598,59.826572455070625,2.36075,48.86825
8,345.0927393046882,Entire home/apt,False,False,2.0,False,0,1,9.0,94.0,0,1.7710364540852181,0.21069260132939968,623.1921299793488,30.33678288397751,1358.637365109162,79.83290238455365,2.33543,48.867670000000004
9,741.4484108491006,Entire home/apt,False,False,3.0,False,0,1,10.0,91.0,1,0.9738332882504028,0.15501682345607856,650.5867551852117,31.670344007552252,1372.5891746104855,80.65270424972432,2.3446700000000003,48.86352
10,350.9180725137478,Private room,False,True,2.0,True,0,0,10.0,99.0,1,1.1022187867983728,0.22463004542311996,406.4556296155283,19.786123082178957,1059.3377666963713,62.24619658840869,2.36172,48.86452
11,239.30468822816667,Entire home/apt,False,False,2.0,False,0,1,9.0,89.0,0,1.326515258235181,0.16425000350879965,479.00679281672285,23.317889258506618,1219.4940978094967,71.65690843571248,2.3484,48.86815
12,242.79988815360238,Private room,False,True,2.0,True,1,0,10.0,99.0,1,0.6754932746879329,0.21408645026409864,734.7932167974743,35.76948618292576,1189.7942751427022,69.91176060989343,2.35093,48.850609999999996
13,242.79988815360238,Private room,False,True,2.0,False,0,0,10.0,97.0,1,1.0735496100208106,0.13935672058497506,487.3392101008357,23.723508524037477,1209.716796355115,71.08239873015224,2.3506,48.86612
14,845.6053686270855,Entire home/apt,False,False,4.0,False,0,1,8.0,80.0,1,3.8450067230808145,0.29008057600287146,486.8988497924302,23.70207193261701,924.1797681182479,54.304375184054756,2.30609,48.87234
15,277.9849007363221,Private room,False,True,2.0,True,1,0,10.0,96.0,1,0.23116114786046307,0.3120669946590502,606.9325677447677,29.545272873548857,1298.3076899420282,76.28795861059625,2.35564,48.85739
16,301.053220244198,Entire home/apt,False,False,2.0,True,0,0,10.0,97.0,0,2.7046800565100027,0.18190564160176487,548.9789769334755,26.72411160206857,1039.7833613047537,61.097188783304226,2.322,48.87
17,301.053220244198,Entire home/apt,False,False,2.0,False,0,0,10.0,97.0,1,1.0200214526113025,0.35093329501076403,764.5054193350937,37.21586619003271,1369.6770782096369,80.48159081381151,2.33902,48.8551
18,382.14185851430705,Private room,False,True,2.0,False,1,0,10.0,90.0,1,1.5507225997214287,0.18772371519257047,475.0866631144488,23.127058665606064,1205.1474728941062,70.8139073996515,2.34653,48.8699
19,336.00521949855533,Entire home/apt,False,False,2.0,False,0,0,9.0,87.0,1,1.6927020388337328,0.17779055028796387,599.8247933688547,29.19926881210874,1364.6854188068007,80.18828321895411,2.33735,48.867909999999995
20,484.2016963370305,Entire home/apt,False,False,2.0,False,0,0,10.0,96.0,1,0.8232619419926955,0.23930109399486182,494.12965157383434,24.05406492669863,1209.1483386013679,71.04899641579664,2.3538,48.86394
21,435.5019107092926,Entire home/apt,False,False,4.0,False,0,1,9.0,80.0,1,1.2423047865701249,0.06953176425851026,506.9295923791597,24.67716173177508,1279.3332612382962,75.17302996708291,2.34713,48.86711
22,463.46351011277847,Entire home/apt,False,False,4.0,False,0,0,10.0,93.0,1,3.250984870334394,0.22012060095770994,542.4191554234067,26.404781701488478,953.6330346024689,56.03503548276672,2.31294,48.86943
23,318.29620654301425,Entire home/apt,False,False,2.0,False,0,0,9.0,94.0,0,1.0905859817014636,0.193038294464377,745.5673263633112,36.29396620592896,1364.2284603562457,80.16143255201841,2.34119,48.86274
24,287.07242054245506,Private room,False,True,2.0,False,1,0,10.0,94.0,1,2.261274270190635,0.11181257567460774,421.34722054013,20.511040710217074,1123.7138902710135,66.02890779686822,2.34349,48.87597
25,305.71348681144565,Private room,False,True,2.0,False,0,0,9.0,83.0,1,2.0521278096134616,0.08225631815112236,677.9602039310798,33.00287426819051,1008.8340219127223,59.278619933365405,2.32478,48.85609
26,815.7796625967005,Entire home/apt,False,False,6.0,False,0,1,10.0,88.0,2,1.188609506718735,0.14894230552866805,463.63419178464864,22.569556220527627,1138.0544804629808,66.87155423537557,2.3513599999999997,48.86722
27,968.403392674061,Entire home/apt,False,False,6.0,False,0,1,10.0,97.0,2,1.0047808657423136,0.22828475835444462,430.7104723024422,20.96684065077585,1079.2168761755518,63.41428385532686,2.35917,48.86455
28,968.403392674061,Entire home/apt,False,False,6.0,False,0,1,10.0,97.0,2,1.1608910195728799,0.13635820641789415,414.72301503988416,20.18857661869129,1068.8566166291039,62.80551980224654,2.35871,48.866240000000005
29,469.05582999347564,Entire home/apt,False,False,4.0,False,0,1,9.0,89.0,2,0.5491368226297231,0.12117202171442339,520.2777770472137,25.326946863341824,1183.3575283575108,69.53354034967339,2.36022,48.85629
30,373.98639202162366,Entire home/apt,False,False,2.0,True,0,0,10.0,98.0,1,1.8657458952868613,0.2666448231440855,384.68439134148696,18.72630653947515,1042.6705872217133,61.26684084110131,2.35258,48.87335
31,287.3054338708174,Entire home/apt,False,False,2.0,False,0,1,9.0,91.0,1,1.2713071391793795,0.19698324263186817,477.821055468937,23.26016796398643,1190.6878110422497,69.96426436555154,2.34905,48.867740000000005
32,619.815453443937,Entire home/apt,False,False,6.0,False,0,1,10.0,92.0,2,0.8987935352912475,0.24455274149103756,450.9730591401714,21.953216549945665,1087.0509257138538,63.874608978224366,2.35816,48.863820000000004
33,382.14185851430705,Entire home/apt,False,False,4.0,False,0,0,10.0,97.0,1,1.5401525941431324,0.08547617921906403,698.2308926545397,33.989644564427515,1418.3099399504688,83.3392352476707,2.33218,48.85378
34,426.4143909031597,Entire home/apt,False,False,3.0,False,0,0,9.0,97.0,2,1.735111908350752,0.3268607830905352,813.5059160664804,39.60119385871875,1083.7532682625495,63.68084015354132,2.32912,48.85732
35,486.5318296206543,Entire home/apt,False,False,4.0,False,0,0,9.0,95.0,0,0.32102609084421574,0.3129669708443404,778.0671512015331,37.87604672725568,1181.9799587524667,69.45259499763785,2.35327,48.8537
36,169.63370304781435,Entire home/apt,False,False,2.0,True,0,0,10.0,95.0,0,0.9431780258015047,0.36674808746810195,440.3807569607529,21.437586849247822,1090.4586294359797,64.07484407081812,2.36095,48.8631
37,289.4025538260789,Entire home/apt,False,False,2.0,False,0,0,8.0,88.0,0,0.7988190800513525,0.2573480343013877,475.5591091966626,23.15005718168325,1144.291114692736,67.23801597451094,2.3566700000000003,48.86327
38,833.9547022089664,Private room,False,True,4.0,False,0,1,9.0,92.0,2,1.0090501853284664,0.23496056908673216,427.0798137980426,20.790101418241758,1069.8139467058363,62.86177207421275,2.3599,48.86432
39,632.3981731755057,Entire home/apt,False,False,6.0,False,0,1,9.0,84.0,2,0.855194712630174,0.4455701873584359,453.83649286513264,22.09260753875627,1069.2417219174204,62.828148410644545,2.3609999999999998,48.861999999999995
40,697.4088917886103,Private room,False,True,4.0,False,0,1,10.0,92.0,1,2.7077633809973403,0.26506037769421364,562.9150798932745,27.402516397960635,1015.805193432469,59.68824274349414,2.3209999999999997,48.869
41,428.5115108584211,Private room,False,True,3.0,False,0,1,9.0,82.0,1,2.7077539007734335,0.26505863070490054,562.9176928660322,27.40264359659396,1015.8091044372175,59.68847255232197,2.3209999999999997,48.869
42,312.7038866623171,Entire home/apt,False,False,2.0,False,0,0,9.0,93.0,0,0.5760928605670635,0.09304728050425136,512.0496091152199,24.926402421142157,1115.5970367288735,65.55196524167263,2.36003,48.85463
43,366.0639388573027,Entire home/apt,False,False,3.0,False,0,1,9.0,90.0,0,2.385525246348725,0.1226321842237362,552.5900575039327,26.899897787375732,1125.4647856294032,66.13178959728204,2.3341,48.87415
44,689.253425295927,Entire home/apt,False,False,2.0,True,0,1,10.0,98.0,1,3.1451743465433606,0.27914925364215065,502.1302738094358,24.443532521076317,946.9360897029658,55.641526101848285,2.31622,48.871390000000005
45,423.8512442911735,Private room,False,True,2.0,False,0,1,10.0,90.0,1,0.9052381206341676,0.3947869776876415,445.3608611530199,21.680016643130806,1067.3245631957989,62.71549705200433,2.36157,48.86226
46,318.29620654301425,Entire home/apt,False,False,2.0,False,0,0,9.0,88.0,1,1.806810160382655,0.12534907584375554,357.7363769589716,17.414486280281952,957.1806793674209,56.2434934462298,2.35776,48.872479999999996
47,474.6481498741728,Entire home/apt,False,False,4.0,True,0,1,10.0,97.0,1,1.9104681080975776,0.058714187417876124,777.0103764520059,37.82460328856088,1194.1679289581712,70.16875448263748,2.33,48.864940000000004
48,660.1267592506291,Entire home/apt,False,False,3.0,True,0,0,10.0,97.0,1,0.729763580122559,0.10622506996594844,615.4444464980439,29.959628262923623,1359.2769330685448,79.87048310166105,2.34744,48.862120000000004
49,263.7710877062168,Entire home/apt,False,False,2.0,False,0,1,9.0,92.0,0,1.45207109046346,0.15447114360991054,446.22455371242006,21.7220609058751,1127.9461517969046,66.2775935241559,2.35031,48.86953
50,606.7667070556436,Entire home/apt,False,False,5.0,False,0,1,10.0,100.0,1,2.1849244591772226,0.10885827982204942,626.5571055172256,30.500588759231178,1257.180675125671,73.87135426603774,2.331,48.87
51,291.7326871097027,Entire home/apt,False,False,2.0,False,1,0,9.0,90.0,1,1.470104231986,0.10504966287719511,424.349137052241,20.657172994440167,1120.5284347728757,65.84173190699218,2.3524599999999998,48.86979
52,589.7567340851897,Entire home/apt,False,False,6.0,False,0,1,9.0,85.0,1,1.7865255523730286,0.12180592985337277,618.9897196050308,30.132210963084855,1074.052227079979,63.11081146623634,2.329,48.853
53,555.9698014726442,Entire home/apt,False,False,2.0,False,0,1,9.0,86.0,0,1.5010833109477129,0.11978107637640859,446.3018057741788,21.7258215102091,1142.420173992372,67.1280803653961,2.35026,48.86997
