iter	Logloss
0	0.5375335857
1	0.4415784446
2	0.3593425956
3	0.2970286544
4	0.2464636731
5	0.211879197
6	0.1879355523
7	0.16470421
8	0.147330079
9	0.1322411568
10	0.1220745476
11	0.1114907213
12	0.09984865496
13	0.09170690147
14	0.08489118084
15	0.08037778895
16	0.07506894553
17	0.06969662123
18	0.06470116749
19	0.05862704656
20	0.0567700786
21	0.05409612963
22	0.05165439524
23	0.04794766826
24	0.04549839676
25	0.04321549016
26	0.04203424659
27	0.04009420641
28	0.03907562328
29	0.03773674914
30	0.03572712406
31	0.03384992384
32	0.03322353414
33	0.03213697608
34	0.03061919571
35	0.02985603835
36	0.02876323269
37	0.02751339892
38	0.02651629653
39	0.02646038609
40	0.0258047632
41	0.02471424944
42	0.02425921861
43	0.02333544659
44	0.02220490671
45	0.02180054367
46	0.02151731778
47	0.02106714633
48	0.02067448503
49	0.02012374324
50	0.01927883138
51	0.01891430988
52	0.01866178359
53	0.01825905359
54	0.0178355017
55	0.01732468605
56	0.01659768884
57	0.0164114788
58	0.01573155003
59	0.01545656368
60	0.01489067078
61	0.01453058309
62	0.01401830745
63	0.01393191917
64	0.01383848216
65	0.01362207628
66	0.01323727638
67	0.01301200159
68	0.0127617595
69	0.01254505496
70	0.01237819144
71	0.01233844988
72	0.01209558466
73	0.01205718902
74	0.01182358752
75	0.01177508472
76	0.01174164203
77	0.01157211488
78	0.01126605721
79	0.01123118144
80	0.01078822023
81	0.01062744664
82	0.01048802432
83	0.01046489323
84	0.01022569915
85	0.01020348841
86	0.01003866106
87	0.009937000531
88	0.009874498331
89	0.009715398153
90	0.009700739896
91	0.009384746193
92	0.009237625266
93	0.008969804292
94	0.008686307938
95	0.008544327751
96	0.008412049663
97	0.008394034319
98	0.008376685522
99	0.008207123767
100	0.008079013517
101	0.008016554258
102	0.007946388055
103	0.007836315581
104	0.007814611799
105	0.007711642532
106	0.00762597848
107	0.007483203565
108	0.007470639803
109	0.007458465074
110	0.007324393718
111	0.007312406776
112	0.00718704539
113	0.007129646758
114	0.007004769259
115	0.006917792623
116	0.006839372778
117	0.006668172857
118	0.006592027603
119	0.006528787715
120	0.006458691371
121	0.006306864882
122	0.006277238169
123	0.006209178637
124	0.006121501487
125	0.006046384253
126	0.005975630335
127	0.005948835804
128	0.005939701552
129	0.005859868501
130	0.005837753896
131	0.0058295182
132	0.005789727293
133	0.005705316221
134	0.00562532166
135	0.005552495039
136	0.005544381757
137	0.005536731853
138	0.005529303064
139	0.005477638655
140	0.005402306716
141	0.005395124035
142	0.005388234251
143	0.005339359404
144	0.005267745064
145	0.00523406876
146	0.005102420045
147	0.005025174989
148	0.004983110453
149	0.004942717091
150	0.004886753777
151	0.00483313299
152	0.004775744612
153	0.004769783507
154	0.004718951
155	0.004664848248
156	0.004559993103
157	0.004554165627
158	0.004540081306
159	0.004534425274
160	0.004484148436
161	0.004459017067
162	0.004411725588
163	0.004364789173
164	0.004307345677
165	0.004302414515
166	0.004297473418
167	0.004292725876
168	0.004218409459
169	0.00413247975
170	0.00405218973
171	0.004011415025
172	0.003966480173
173	0.003925721492
174	0.003918631743
175	0.003852533397
176	0.003830084237
177	0.003823570026
178	0.003819595101
179	0.003790072536
180	0.003763782081
181	0.003738746207
182	0.003733160675
183	0.003709185828
184	0.003674425746
185	0.003667515452
186	0.003660625668
187	0.003654067555
188	0.003620647295
189	0.003595077863
190	0.003589544886
191	0.003583742726
192	0.003578413879
193	0.003573125729
194	0.003517071086
195	0.003494935651
196	0.003473889123
197	0.003452195916
198	0.003433506976
199	0.003429114819
200	0.003423307211
201	0.003392725222
202	0.003335648006
203	0.003330046451
204	0.003324479185
205	0.003319028244
206	0.003299914381
207	0.003294673017
208	0.003289547659
209	0.003271306074
210	0.003266277493
211	0.00326139568
212	0.00322949694
213	0.003202546027
214	0.003198536173
215	0.003168646366
216	0.003151767677
217	0.003126155946
218	0.003113025619
219	0.003096874042
220	0.003078642391
221	0.003074179093
222	0.003056696666
223	0.003028661333
224	0.003013250007
225	0.003009085053
226	0.002994262724
227	0.00298995741
228	0.002967514338
229	0.002951222402
230	0.002935638671
231	0.002931739694
232	0.002909122936
233	0.002905204411
234	0.002901348376
235	0.002897531115
236	0.002875125857
237	0.002872072881
238	0.002858413804
239	0.002837858533
240	0.002832882186
241	0.002829423515
242	0.002791639297
243	0.002772267788
244	0.002752121097
245	0.002748821051
246	0.002745598234
247	0.002742617041
248	0.002739337824
249	0.002716495145
250	0.002680696307
251	0.0026406524
252	0.002637517709
253	0.002625226654
254	0.002605059134
255	0.00258719857
256	0.002569920273
257	0.002552731063
258	0.002549775025
259	0.002546969601
260	0.002510507741
261	0.002507615794
262	0.002482684229
263	0.002458565338
264	0.00243035792
265	0.002427593514
266	0.00242474547
267	0.002422297674
268	0.002419831612
269	0.002414977198
270	0.002392103275
271	0.002387718648
272	0.002377313311
273	0.00235546148
274	0.002332929322
275	0.002331333135
276	0.002317878187
277	0.002305046365
278	0.00228969192
279	0.00226641919
280	0.002256042054
281	0.002236472022
282	0.002234042492
283	0.002220503425
284	0.002216291364
285	0.002203234421
286	0.002199835995
287	0.002195763492
288	0.002194273055
289	0.002168346477
290	0.002150586215
291	0.002138262154
292	0.002134223138
293	0.002110015
294	0.002108703698
295	0.002096834042
296	0.002092062145
297	0.002080470964
298	0.002068971915
299	0.002059573127
300	0.002037255835
301	0.002033662091
302	0.002030054408
303	0.002029009404
304	0.002027833334
305	0.002026773589
306	0.002004364806
307	0.002003302818
308	0.002002080922
309	0.002001087512
310	0.001997881839
311	0.001996887307
312	0.001986656138
313	0.001983525932
314	0.00197938341
315	0.001969319999
316	0.001968355909
317	0.001958444554
318	0.001957754454
319	0.001956661702
320	0.001949971722
321	0.001943392459
322	0.001921596707
323	0.001912480721
324	0.001911641129
325	0.001910736484
326	0.001909784091
327	0.001900739087
328	0.001883534654
329	0.00188272134
330	0.001881826629
331	0.001880978384
332	0.001872223231
333	0.001862391349
334	0.001848745891
335	0.001845791135
336	0.00183721063
337	0.001834631928
338	0.001826264044
339	0.001825401219
340	0.00181737446
341	0.001798972648
342	0.001790889809
343	0.001788313511
344	0.001787480808
345	0.001786638812
346	0.001783387635
347	0.001777871001
348	0.001772038078
349	0.001765165758
350	0.001759404297
351	0.001751905487
352	0.001742861925
353	0.001741947025
354	0.001741167679
355	0.001740504016
356	0.001731565402
357	0.001724304531
358	0.001707642309
359	0.001706962464
360	0.001706211958
361	0.001702142178
362	0.001699887296
363	0.00169601716
364	0.001690625023
365	0.00167682799
366	0.001666996428
367	0.001657987795
368	0.001650751759
369	0.001650143214
370	0.001649415781
371	0.001642641521
372	0.001641954786
373	0.001641305224
374	0.001640677292
375	0.00163419769
376	0.001632960894
377	0.001632194686
378	0.001630056609
379	0.001625643622
380	0.001624964738
381	0.001616871165
382	0.001605000547
383	0.001598867037
384	0.001598278041
385	0.001597652192
386	0.00159694687
387	0.00158298304
388	0.001582021995
389	0.001581402876
390	0.001571022375
391	0.001561661241
392	0.001555581247
393	0.001551010115
394	0.001547720484
395	0.001543158325
396	0.001538313845
397	0.001532509442
398	0.001526757594
399	0.00152110028
400	0.001520326541
401	0.001518564679
402	0.0015140868
403	0.001509531852
404	0.00149922185
405	0.00149277125
406	0.001487506814
407	0.001486984312
408	0.001473679017
409	0.001468675752
410	0.001466520852
411	0.001464318524
412	0.001463831112
413	0.001451968666
414	0.001444923461
415	0.00144111341
416	0.001438189258
417	0.001436169269
418	0.001433957649
419	0.00143345197
420	0.001422215053
421	0.001418189336
422	0.001417746467
423	0.00141382602
424	0.001411632665
425	0.001407814122
426	0.001407388237
427	0.001406734829
428	0.00140297477
429	0.001398444015
430	0.001397887225
431	0.001394305178
432	0.001383104312
433	0.001381153862
434	0.001377435141
435	0.001368255064
436	0.001364734224
437	0.001361214826
438	0.001359814918
439	0.001355612791
440	0.001355254041
441	0.001352628553
442	0.001347011135
443	0.001346611208
444	0.001339171522
445	0.001335916099
446	0.001330282419
447	0.001322691319
448	0.001318246527
449	0.001316872495
450	0.001306442324
451	0.00130594722
452	0.001302576754
453	0.001298537498
454	0.001296118062
455	0.001293037207
456	0.001291301622
457	0.001287460968
458	0.001285123088
459	0.001281377449
460	0.001278326716
461	0.001273302462
462	0.001269546087
463	0.001264467835
464	0.001260418084
465	0.001259976577
466	0.001252062298
467	0.001249179484
468	0.001245177321
469	0.001241717848
470	0.001233177079
471	0.001232814164
472	0.001229938961
473	0.001227219819
474	0.00122674146
475	0.001224107319
476	0.001214659342
477	0.001206819168
478	0.001206254126
479	0.001203182244
480	0.001199338064
481	0.001190195401
482	0.001187732463
483	0.001187221097
484	0.001186748426
485	0.001178241785
486	0.001175123197
487	0.001172922472
488	0.001172542492
489	0.001172071904
490	0.001171811374
491	0.001165974685
492	0.001165582608
493	0.001162793527
494	0.001160252078
495	0.001152208015
496	0.001144005486
497	0.00114249438
498	0.001136992167
499	0.001136711288
500	0.001129141178
501	0.001128405813
502	0.001127690958
503	0.001126948384
504	0.001126274146
505	0.001124824087
506	0.001123374669
507	0.001120339799
508	0.001118913613
509	0.001115962623
510	0.001110884291
511	0.001106837184
512	0.00110392609
513	0.001103495959
514	0.001102824285
515	0.001101362369
516	0.001098354898
517	0.001098002237
518	0.001095161323
519	0.001093010668
520	0.001091842049
521	0.001089013552
522	0.001083029855
523	0.001080305025
524	0.001078916814
525	0.00107619607
526	0.001075852302
527	0.001073273119
528	0.001070661731
529	0.001069292987
530	0.001067651215
531	0.001065117858
532	0.001060917493
533	0.00105623308
534	0.001052592711
535	0.001046235683
536	0.001042512476
537	0.001040038082
538	0.001039010382
539	0.001038580652
540	0.001037956886
541	0.001032668576
542	0.001032387297
543	0.001031839399
544	0.001026739196
545	0.001020816385
546	0.001020278261
547	0.001018020895
548	0.001012971645
549	0.001011131672
550	0.001010727017
551	0.001010214129
552	0.001009557516
553	0.001009009057
554	0.001008589341
555	0.001004439368
556	0.0009996866988
557	0.0009975889998
558	0.0009971567059
559	0.0009966119323
560	0.0009960468899
561	0.0009938723618
562	0.0009926408529
563	0.0009904180163
564	0.0009884129288
565	0.0009862903145
566	0.0009857172607
567	0.0009853726113
568	0.0009848134172
569	0.000984464762
570	0.0009838788099
571	0.0009811091167
572	0.0009804619576
573	0.0009690798739
574	0.0009685947049
575	0.0009681430235
576	0.0009652695829
577	0.0009625877744
578	0.0009608753426
579	0.0009571542983
580	0.000953295218
581	0.0009502766113
582	0.0009469790484
583	0.0009466496206
584	0.0009461627692
585	0.0009354641361
586	0.000932496722
587	0.000931983353
588	0.0009297754175
589	0.0009272462258
590	0.0009171597419
591	0.0009147407868
592	0.0009143349304
593	0.0009123372134
594	0.000911901715
595	0.0009100796074
596	0.0009097218193
597	0.0009063801137
598	0.0009060087864
599	0.0009026653183
600	0.0009023516729
601	0.000899318165
602	0.000898839325
603	0.0008984236948
604	0.0008980099873
605	0.0008969342196
606	0.0008875101965
607	0.0008829030138
608	0.0008824131181
609	0.0008820455561
610	0.000877528181
611	0.0008762711158
612	0.0008741170969
613	0.0008705535563
614	0.0008652737384
615	0.0008621456162
616	0.0008600621775
617	0.0008579245819
618	0.0008560268469
619	0.0008556785122
620	0.0008553022979
621	0.0008548837035
622	0.0008530551868
623	0.0008526672759
624	0.0008522977912
625	0.0008519472935
626	0.0008515635485
627	0.0008466724427
628	0.0008446465256
629	0.0008415303403
630	0.0008372903191
631	0.0008362147116
632	0.0008280403832
633	0.0008242232825
634	0.0008196632869
635	0.0008180534006
636	0.000815010199
637	0.0008145920051
638	0.0008143330774
639	0.0008137833367
640	0.0008134986124
641	0.0008131579686
642	0.0008127360094
643	0.0008125126522
644	0.000808024839
645	0.0008053154715
646	0.0008026244499
647	0.0008013368614
648	0.0008009832392
649	0.0008006414739
650	0.000800345053
651	0.0007998936119
652	0.0007996217858
653	0.000799328249
654	0.0007970501338
655	0.0007948381926
656	0.0007930933147
657	0.0007900267199
658	0.000789586735
659	0.0007891739889
660	0.0007888276571
661	0.0007871243582
662	0.0007833481155
663	0.0007795836496
664	0.0007787314794
665	0.0007760879654
666	0.0007757600597
667	0.0007754700479
668	0.0007683440883
669	0.0007663298679
670	0.0007659012592
671	0.0007632744889
672	0.0007614909161
673	0.0007610531744
674	0.0007608034598
675	0.0007604561666
676	0.0007600185852
677	0.0007597703126
678	0.0007529444592
