       1       0     8.5
       1       0       0
       1       0     4.3
       1     2.5       0
       1       0    25.6
       1    10.7       0
       1    46.9    63.9
       1       0       0
       1     6.4     4.3
       1    27.7    23.4
       1    21.3    36.2
       1       0       0
       1       0     4.3
       1       0      17
       1     6.4       0
       1    12.8     2.1
       1       0    25.6
       1     8.5     8.5
       1     8.5     4.3
       1     2.5    10.7
       2       0    25.6
       2       0    55.4
       2       0     8.5
       2       0       0
       2     8.5    42.6
       2     8.5    25.6
       2       0    29.3
       2       0       0
       2     2.1    14.8
       2       0     8.5
       2       0    14.9
       2    19.2    23.4
       2     8.5    34.1
       2     4.3    29.8
       2       0     4.3
       2     8.5     4.3
       2     8.5    25.6
       2    21.3      31
       2     2.5    25.6
       2    72.4    42.6
