Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
NOR,2022 Cottbus World Cup,qual,PB,23.0,3.9,6.9,0.0,10.8,2022,fredrik aas
NOR,2022 Cottbus World Cup,qual,PB,23.0,3.9,6.9,0.0,10.8,2022,fredrik aas
NOR,2023 FISU World University Games,qual,PB,54.0,4.4,8.066,0.0,12.466,2023,fredrik aas
ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,PB,12.0,5.8,8.4,0.0,14.2,2022,nestor abad
ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,26.0,5.8,8.5,0.0,14.3,2022,nestor abad
ESP,2022 Senior European Championships,qual,PB,9.0,5.8,8.6,0.0,14.4,2022,nestor abad
ESP,2022 Senior European Championships,TeamFinal,PB,10.0,5.8,8.266,0.0,14.066,2022,nestor abad
ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,PB,59.0,5.8,8.3,0.3,13.8,2023,nestor abad
ESP,2023 Senior European Championships,AAfinal,PB,10.0,5.8,8.033,0.0,13.833,2023,nestor abad
ESP,2023 Senior European Championships,qual,PB,23.0,5.8,8.1,0.0,13.9,2023,nestor abad
ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,PB,20.0,5.3,7.766,0.0,13.066,2022,yumin abbadini
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,52.0,5.3,8.4,0.0,13.7,2022,yumin abbadini
ITA,2022 Senior European Championships,qual,PB,91.0,4.7,7.333,0.0,12.033,2022,yumin abbadini
ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,PB,13.0,5.5,8.433,0.0,13.933,2023,yumin abbadini
ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,PB,41.0,5.5,8.5,0.0,14.0,2023,yumin abbadini
ITA,2023 Senior European Championships,AAfinal,PB,8.0,5.3,8.7,0.0,14.0,2023,yumin abbadini
ITA,2023 Senior European Championships,qual,PB,40.0,5.3,8.2,0.0,13.5,2023,yumin abbadini
EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,122.0,4.3,8.1,0.0,12.4,2022,abdelrahman abdelhaleem
EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,92.0,5.2,7.8,0.0,13.0,2022,ahmed abdelrahman
EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,PB,132.0,4.3,7.466,0.0,11.766,2023,ahmed abdelrahman
EGY,2023 Baku World Cup,qual,PB,12.0,5.2,8.266,0.0,13.466,2023,ahmed abdelrahman
MAS,2023 10th Senior Artistic Gymnastics Asian Championships,qual,PB,44.0,3.9,7.966,0.0,11.866,2023,ally hamuda abdullah
UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,28.0,6.0,8.233,0.0,14.233,2022,rasuljon abdurakhimov
UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,PB,24.0,5.3,8.1,0.0,13.4,2022,rasuljon abdurakhimov
UZB,2022 Baku World Cup,qual,PB,26.0,5.8,6.533,0.0,12.333,2022,rasuljon abdurakhimov
UZB,2022 Cairo World Cup,qual,PB,7.0,5.5,8.533,0.0,14.033,2022,rasuljon abdurakhimov
UZB,2022 Cairo World Cup,final,PB,5.0,5.8,8.3,0.0,14.1,2022,rasuljon abdurakhimov
UZB,2022 Doha World Cup,qual,PB,17.0,5.1,6.733,0.0,11.833,2022,rasuljon abdurakhimov
UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,PB,33.0,5.2,7.5,0.0,12.7,2023,rasuljon abdurakhimov
UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,PB,96.0,5.5,7.5,0.0,13.0,2023,rasuljon abdurakhimov
UZB,2023 Baku World Cup,final,PB,7.0,5.9,8.366,0.0,14.266,2023,rasuljon abdurakhimov
UZB,2023 Baku World Cup,qual,PB,8.0,5.9,8.366,0.0,14.266,2023,rasuljon abdurakhimov
UZB,2023 Varna World Challenge Cup,final,PB,1.0,5.5,8.733,0.0,14.233,2023,rasuljon abdurakhimov
UZB,2023 Varna World Challenge Cup,qual,PB,1.0,5.5,9.0,0.0,14.5,2023,rasuljon abdurakhimov
GEO,2022 Doha World Cup,qual,PB,19.0,5.1,6.466,0.0,11.566,2022,saba abesadze
GEO,2022 Senior European Championships,qual,PB,56.0,6.0,7.166,0.0,13.166,2022,saba abesadze
GEO,2023 Baku World Cup,qual,PB,21.0,5.2,7.7,0.0,12.9,2023,saba abesadze
GEO,2023 Cottbus World Cup,qual,PB,23.0,5.0,7.7,0.0,12.7,2023,saba abesadze
GEO,2023 Doha World Cup,qual,PB,18.0,5.7,7.166,0.0,12.866,2023,saba abesadze
GEO,2023 Senior European Championships,qual,PB,99.0,4.5,7.566,0.0,12.066,2023,saba abesadze
INA,2023 Doha World Cup,qual,PB,29.0,4.8,6.2,0.3,10.7,2023,. abiyurafi
CRC,2023 Central American and Caribbean Games,AAfinal,PB,9.0,4.5,8.4,0.0,12.9,2023,francisco acuna
CRC,2023 Central American and Caribbean Games,qual,PB,10.0,4.5,8.5,0.0,13.0,2023,francisco acuna
CAY,BIRMINGHAM 2022 Commonwealth Games,qual,PB,35.0,3.5,7.65,0.0,11.15,2022,karthik adapa
EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,PB,39.0,5.8,8.066,0.0,13.866,2022,mohamed afify
EGY,2022 Cairo World Cup,qual,PB,9.0,5.8,8.033,0.0,13.833,2022,mohamed afify
EGY,2022 Paris World Challenge Cup,qual,PB,13.0,5.8,7.7,0.0,13.5,2022,mohamed afify
EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,PB,50.0,6.0,7.933,0.0,13.933,2023,mohamed afify
EGY,2023 Baku World Cup,final,PB,4.0,6.0,8.533,0.0,14.533,2023,mohamed afify
EGY,2023 Baku World Cup,qual,PB,7.0,6.0,8.433,0.0,14.433,2023,mohamed afify
EGY,2023 Cairo World Cup,final,PB,2.0,6.0,8.066,0.0,14.066,2023,mohamed afify
EGY,2023 Cairo World Cup,qual,PB,3.0,6.0,8.033,0.0,14.033,2023,mohamed afify
EGY,2023 Doha World Cup,qual,PB,15.0,5.8,7.333,0.0,13.133,2023,mohamed afify
