Rank,Athlete,Nation,D,E,ND,Total,year,round
32,filip sasnal,POL,4.6,5.6,0.0,10.2,2020,qual
33,julian jato,ARG,3.4,4.7,0.0,8.1,2020,qual
1,lee chih-kai,none,6.2,9.2,0.0,15.4,2019,final
2,nariman kurbanov,KAZ,5.9,8.8,0.0,14.7,2019,final
3,kazuma kaya,JPN,6.6,7.9,0.0,14.5,2019,final
4,abdulla azimov,UZB,5.9,8.45,0.0,14.35,2019,final
5,lee jung-hyo,SKR,5.8,8.375,0.0,14.175,2019,final
6,michael tone,AUS,5.8,8.05,0.0,13.85,2019,final
7,stefano patron,ITA,5.2,8.35,0.0,13.55,2019,final
8,jacob bonnay,CAN,4.4,8.5,0.0,12.9,2019,final
1,lee chih-kai,none,6.2,8.95,0.0,15.15,2019,qual
2,kazuma kaya,JPN,6.1,8.7,0.0,14.8,2019,qual
3,nariman kurbanov,KAZ,5.5,8.9,0.0,14.4,2019,qual
4,abdulla azimov,UZB,5.7,8.45,0.0,14.15,2019,qual
5,michael tone,AUS,5.8,8.15,0.0,13.95,2019,qual
6,stefano patron,ITA,5.2,8.45,0.0,13.65,2019,qual
7,lee jung-hyo,SKR,5.8,7.85,0.0,13.65,2019,qual
8,jacob bonnay,CAN,4.7,8.7,0.0,13.4,2019,qual
9,jeremy bartholomeusz,CAN,4.8,8.55,0.0,13.35,2019,qual
10,ahmet önder,TUR,5.3,8.05,0.0,13.35,2019,qual
11,vladyslav hryko,UKR,5.6,7.65,0.0,13.25,2019,qual
12,lee seung-min,SKR,4.7,8.5,0.0,13.2,2019,qual
13,stephen nedoroscik,USA,6.1,7.1,0.0,13.2,2019,qual
14,tang chia-hung,none,4.6,8.55,0.0,13.15,2019,qual
15,ivan tikhonov,AZE,5.5,7.65,0.0,13.15,2019,qual
16,ilya kibartas,RUS,6.0,7.15,0.0,13.15,2019,qual
17,milad karimi,KAZ,4.6,8.5,0.0,13.1,2019,qual
18,andrea russo,ITA,5.0,8.05,0.0,13.05,2019,qual
19,kakeru tanigawa,JPN,6.0,7.05,0.0,13.05,2019,qual
20,luis porto,BRA,5.1,7.9,0.0,13.0,2019,qual
21,kirill prokopev,RUS,5.5,7.5,0.0,13.0,2019,qual
22,leonardo kusan,CRO,5.6,7.25,0.0,12.85,2019,qual
23,killian mermet,FRA,4.6,8.2,0.0,12.8,2019,qual
24,marco walter,SUI,4.3,8.45,0.0,12.75,2019,qual
25,antoine pochon,FRA,4.8,7.9,0.0,12.7,2019,qual
26,rasuljon abdurakhimov,UZB,4.9,7.7,0.0,12.6,2019,qual
27,bernardo almeida,POR,4.6,7.9,0.0,12.5,2019,qual
28,kim han-sol,SKR,5.1,7.35,0.0,12.45,2019,qual
29,wataru tanigawa,JPN,5.4,7.05,0.0,12.45,2019,qual
30,ivan stretovich,RUS,5.5,6.85,0.0,12.35,2019,qual
31,hsu ping-chien,none,5.0,7.3,0.0,12.3,2019,qual
32,antoine borello,FRA,4.5,7.75,0.0,12.25,2019,qual
33,roland modoianu,ROU,5.0,7.2,0.0,12.2,2019,qual
34,tom nicolaou,CYP,5.2,7.0,0.0,12.2,2019,qual
35,alexander benda,AUT,4.5,7.5,0.0,12.0,2019,qual
36,damien cachia,CAN,4.8,7.2,0.0,12.0,2019,qual
37,martino morosi,SUI,4.1,7.875,0.0,11.975,2019,qual
38,fellipe ferreira,BRA,6.0,5.85,0.0,11.85,2019,qual
39,nikolai rønbeck,NOR,4.6,7.175,0.0,11.775,2019,qual
40,vinzenz höck,AUT,3.9,7.8,0.0,11.7,2019,qual
40,marco sarrugerio,ITA,3.9,7.8,0.0,11.7,2019,qual
42,julian jato,ARG,4.3,7.3,0.0,11.6,2019,qual
43,hudson irwin,AUS,4.2,7.25,0.0,11.45,2019,qual
44,heath thorpe,AUS,3.3,8.1,0.0,11.4,2019,qual
45,fabian de luna,MEX,4.2,7.15,0.0,11.35,2019,qual
46,yahor sharamkou,BLR,4.4,6.95,0.0,11.35,2019,qual
47,sviataslau dranitski,BLR,4.3,7.0,0.0,11.3,2019,qual
48,franz card,FIN,3.2,7.85,0.0,11.05,2019,qual
49,justin pesesse,BEL,4.4,6.6,0.0,11.0,2019,qual
50,eduard yermakov,UKR,4.7,6.25,0.0,10.95,2019,qual
51,ivo chiapponi,ARG,3.6,6.95,0.0,10.55,2019,qual
52,guilherme campos,POR,3.2,7.3,0.0,10.5,2019,qual
53,maxime gentges,BEL,4.4,6.025,0.0,10.425,2019,qual
54,harvey humber,NZL,3.5,4.9,0.0,8.4,2019,qual
55,batuhan yazici,NZL,4.3,3.95,0.0,8.25,2019,qual
1,max whitlock,none,7.0,8.5,0.0,15.5,2019,final
2,lee chih kai,none,6.5,8.933,0.0,15.433,2019,final
3,rhys mcclenaghan,IRL,6.4,9.0,0.0,15.4,2019,final
4,zou jingyuan,CHN,6.3,8.7,0.0,15.0,2019,final
5,kazuma kaya,JPN,6.6,8.266,0.0,14.866,2019,final
6,cyril tommasone,FRA,6.3,8.533,0.0,14.833,2019,final
7,shiao yu-jan,none,6.0,8.733,0.0,14.733,2019,final
8,david belyavskiy,RUS,6.4,7.166,0.0,13.566,2019,final
9,daiki hashimoto,JPN,5.9,7.433,0.0,13.333,2019,final
1,max whitlock,none,6.9,8.366,0.0,15.266,2019,qual
2,rhys mcclenaghan,IRL,6.3,8.9,0.0,15.2,2019,qual
3,lee chih kai,none,6.2,8.766,0.0,14.966,2019,qual
4,zou jingyuan,CHN,6.0,8.958,0.0,14.958,2019,qual
5,daiki hashimoto,JPN,6.0,8.883,0.0,14.883,2019,qual
6,shiao yu-jan,none,6.0,8.683,0.0,14.683,2019,qual
7,cyril tommasone,FRA,6.3,8.366,0.0,14.666,2019,qual
8,kazuma kaya,JPN,6.4,8.233,0.0,14.633,2019,qual
8,david belyavskiy,RUS,6.4,8.233,0.0,14.633,2019,qual
10,oleg verniaiev,UKR,6.5,8.1,0.0,14.6,2019,qual
11,kakeru tanigawa,JPN,6.3,8.1,0.0,14.4,2019,qual
12,nariman kurbanov,KAZ,5.9,8.4,0.0,14.3,2019,qual
13,harutyun merdinyan,ARM,5.8,8.333,0.0,14.133,2019,qual
14,akim mussayev,KAZ,6.1,8.033,0.0,14.133,2019,qual
15,marios georgiou,CYP,6.3,7.8,0.0,14.1,2019,qual
16,nikita nagornyy,RUS,6.2,7.833,0.0,14.033,2019,qual
17,abdulla azimov,UZB,6.2,7.8,0.0,14.0,2019,qual
18,daniel corral,MEX,5.8,8.166,0.0,13.966,2019,qual
19,artem dolgopyat,ISR,5.6,8.333,0.0,13.933,2019,qual
20,ferhat arican,TUR,5.6,8.233,0.0,13.833,2019,qual
21,francisco barretto,BRA,5.6,8.133,0.0,13.733,2019,qual
22,ivan stretovich,RUS,5.9,7.833,0.0,13.733,2019,qual
23,petro pakhniuk,UKR,6.2,7.5,0.0,13.7,2019,qual
24,benjamin gischard,SUI,5.6,8.033,0.0,13.633,2019,qual
25,ludovico edalli,ITA,5.7,7.866,0.0,13.566,2019,qual
25,andreas toba,none,5.7,7.866,0.0,13.566,2019,qual
27,lee jung-hyo,SKR,6.0,7.566,0.0,13.566,2019,qual
28,david jessen,CZE,5.1,8.433,0.0,13.533,2019,qual
29,loris frasca,FRA,5.2,8.333,0.0,13.533,2019,qual
30,yevgen yudenkov,UKR,5.2,8.333,0.0,13.533,2019,qual
31,akash modi,USA,5.7,7.833,0.0,13.533,2019,qual
32,joe fraser,none,5.9,7.6,0.0,13.5,2019,qual
33,artur davtyan,ARM,5.4,8.066,0.0,13.466,2019,qual
34,david vecsernyes,HUN,5.3,8.133,0.0,13.433,2019,qual
35,antoine borello,FRA,4.9,8.5,0.0,13.4,2019,qual
36,xiao ruoteng,CHN,6.0,7.4,0.0,13.4,2019,qual
37,artur dalaloyan,RUS,5.6,7.766,0.0,13.366,2019,qual
38,wataru tanigawa,JPN,5.7,7.633,0.0,13.333,2019,qual
39,alexander shatilov,ISR,5.1,8.2,0.0,13.3,2019,qual
40,pablo brägger,SUI,5.2,8.066,0.0,13.266,2019,qual
41,david huddleston,BUL,4.9,8.333,0.0,13.233,2019,qual
42,jimmy verbaeys,BEL,5.0,8.2,0.0,13.2,2019,qual
43,vladyslav hryko,UKR,5.2,7.966,0.0,13.166,2019,qual
44,bart deurloo,NED,5.6,7.566,0.0,13.166,2019,qual
45,ahmed al dyani,QAT,5.1,8.033,0.0,13.133,2019,qual
46,carlo macchini,ITA,5.3,7.8,0.0,13.1,2019,qual
47,michael reid,JAM,6.5,6.6,0.0,13.1,2019,qual
48,krisztofer meszaros,HUN,4.7,8.366,0.0,13.066,2019,qual
49,caio souza,BRA,5.3,7.733,0.0,13.033,2019,qual
49,adria vera,ESP,5.3,7.733,0.0,13.033,2019,qual
51,michael tone,AUS,5.8,7.233,0.0,13.033,2019,qual
51,ivan tikhonov,AZE,5.8,7.233,0.0,13.033,2019,qual
53,nestor abad,ESP,5.0,8.0,0.0,13.0,2019,qual
54,elias koski,FIN,4.9,8.066,0.0,12.966,2019,qual
55,santiago mayol,ARG,5.4,7.566,0.0,12.966,2019,qual
55,park min-soo,SKR,5.4,7.566,0.0,12.966,2019,qual
57,karim rida,none,5.5,7.466,0.0,12.966,2019,qual
58,dinh phuong thanh,VIE,4.6,8.333,0.0,12.933,2019,qual
59,adam steele,IRL,4.9,8.033,0.0,12.933,2019,qual
60,ryan sheppard,HUN,5.1,7.8,0.0,12.9,2019,qual
61,casimir schmidt,NED,5.2,7.7,0.0,12.9,2019,qual
62,sun wei,CHN,5.6,7.3,0.0,12.9,2019,qual
63,michel bletterman,NED,4.2,8.666,0.0,12.866,2019,qual
64,robert tvorogal,LTU,4.9,7.966,0.0,12.866,2019,qual
65,shane wiskus,USA,5.1,7.766,0.0,12.866,2019,qual
66,mauro nemcanin,CRO,5.4,7.466,0.0,12.866,2019,qual
67,thierno diallo,ESP,5.5,7.366,0.0,12.866,2019,qual
68,manrique larduet,CUB,4.5,8.3,0.0,12.8,2019,qual
69,lee jun-ho,SKR,4.8,8.0,0.0,12.8,2019,qual
70,hillal metidji,ALG,5.0,7.8,0.0,12.8,2019,qual
71,julien saleur,FRA,5.1,7.7,0.0,12.8,2019,qual
72,carlos calvo,COL,4.4,8.333,0.0,12.733,2019,qual
73,david rumbutis,SWE,4.6,8.133,0.0,12.733,2019,qual
74,christian baumann,SUI,5.6,7.133,0.0,12.733,2019,qual
75,yogeshwar singh,IND,4.7,8.0,0.0,12.7,2019,qual
76,kim han-sol,SKR,5.2,7.5,0.0,12.7,2019,qual
77,andrey likhovitskiy,BLR,5.5,7.2,0.0,12.7,2019,qual
78,andres martinez,COL,4.5,8.166,0.0,12.666,2019,qual
79,audrys nin reyes,DOM,5.0,7.666,0.0,12.666,2019,qual
80,lucas bitencourt,BRA,5.1,7.566,0.0,12.666,2019,qual
80,khabibullo ergashev,UZB,5.1,7.566,0.0,12.666,2019,qual
82,yul moldauer,USA,5.6,7.066,0.0,12.666,2019,qual
83,frank rijken,NED,5.1,7.533,0.0,12.633,2019,qual
84,isaac cotto,PUR,5.3,7.3,0.0,12.6,2019,qual
85,samuel mikulak,USA,5.5,7.1,0.0,12.6,2019,qual
86,oliver hegi,SUI,5.3,7.266,0.0,12.566,2019,qual
87,ilyas azizov,KAZ,5.4,7.166,0.0,12.566,2019,qual
87,petrix barbosa,POR,5.4,7.166,0.0,12.566,2019,qual
89,joel plata,ESP,5.1,7.4,0.0,12.5,2019,qual
90,vinzenz höck,AUT,4.6,7.866,0.0,12.466,2019,qual
91,arthur mariano,BRA,4.8,7.666,0.0,12.466,2019,qual
92,carlos edriel yulo,PHI,4.9,7.566,0.0,12.466,2019,qual
93,adickxon trejo,none,5.2,7.266,0.0,12.466,2019,qual
94,pietro giachino,NOR,5.4,7.066,0.0,12.466,2019,qual
95,loo phay xing,MAS,5.8,6.666,0.0,12.466,2019,qual
96,yahor sharamkou,BLR,5.1,7.333,0.0,12.433,2019,qual
97,dawid weglarz,POL,4.2,8.166,0.0,12.366,2019,qual
98,deng shudi,CHN,5.5,6.866,0.0,12.366,2019,qual
99,slavomir michnak,SVK,5.6,6.766,0.0,12.366,2019,qual
100,mikhail koudinov,NZL,4.4,7.933,0.0,12.333,2019,qual
101,samuel zakutney,CAN,4.8,7.533,0.0,12.333,2019,qual
102,lukas dauser,none,5.0,7.266,0.0,12.266,2019,qual
102,uche eke,NGR,5.0,7.266,0.0,12.266,2019,qual
104,cory paterson,CAN,4.9,7.333,0.0,12.233,2019,qual
104,mohamed afify,EGY,4.9,7.333,0.0,12.233,2019,qual
106,rene cournoyer,CAN,5.3,6.933,0.0,12.233,2019,qual
107,israel chiriboga,ECU,4.8,7.4,0.0,12.2,2019,qual
108,sofus heggemsnes,NOR,5.0,7.2,0.0,12.2,2019,qual
109,isaac nunez,MEX,4.9,7.266,0.0,12.166,2019,qual
110,matvei petrov,ALB,5.4,6.7,0.0,12.1,2019,qual
110,hsu ping chien,none,5.4,6.7,0.0,12.1,2019,qual
112,aleh tsiaselski,BLR,4.6,7.466,0.0,12.066,2019,qual
113,maxime gentges,BEL,5.7,6.366,0.0,12.066,2019,qual
114,ri se gwang,none,4.6,7.433,0.0,12.033,2019,qual
115,theodor gadderud,NOR,4.7,7.333,0.0,12.033,2019,qual
116,andres perez,PUR,4.9,7.133,0.0,12.033,2019,qual
117,saso bertoncelj,SLO,5.1,6.933,0.0,12.033,2019,qual
118,rasuljon abdurakhimov,UZB,4.9,7.1,0.0,12.0,2019,qual
119,james hall,none,5.6,6.4,0.0,12.0,2019,qual
120,bojan dejanovic,SRB,4.7,7.266,0.0,11.966,2019,qual
121,robert kirmes,FIN,4.7,7.233,0.0,11.933,2019,qual
122,saeedreza keikha,IRI,6.3,5.583,0.0,11.833,2019,qual
123,giarnni regini-moran,none,5.0,6.866,0.0,11.866,2019,qual
124,james bacueti,AUS,4.6,7.233,0.0,11.833,2019,qual
125,milad karimi,KAZ,4.3,7.5,0.0,11.8,2019,qual
126,nikolaos iliopoulos,GRE,4.7,7.1,0.0,11.8,2019,qual
127,philipp herder,none,5.0,6.8,0.0,11.8,2019,qual
128,jesus moreto,PER,5.2,6.6,0.0,11.8,2019,qual
129,valgard reinhardsson,ISL,3.8,7.966,0.0,11.766,2019,qual
130,tang chia-hung,none,4.2,7.566,0.0,11.766,2019,qual
131,niccolo mozzato,ITA,5.1,6.6,0.0,11.7,2019,qual
131,manuel martinez,COL,5.1,6.6,0.0,11.7,2019,qual
133,mustafa arca,TUR,3.8,7.866,0.0,11.666,2019,qual
134,tomas gonzalez,CHI,4.7,6.966,0.0,11.666,2019,qual
135,le thanh tung,VIE,3.9,7.733,0.0,11.633,2019,qual
136,eeli mikkola,FIN,4.1,7.5,0.0,11.6,2019,qual
137,yordan aleksandrov,BUL,4.3,7.266,0.0,11.566,2019,qual
138,oskar kirmes,FIN,5.1,6.466,0.0,11.566,2019,qual
139,yunus gündogdu,TUR,3.9,7.633,0.0,11.533,2019,qual
140,filip sasnal,POL,4.1,7.433,0.0,11.533,2019,qual
141,lukasz borkowski,POL,4.4,7.133,0.0,11.533,2019,qual
142,alexander benda,AUT,4.4,7.1,0.0,11.5,2019,qual
143,rihards trams,LAT,4.9,6.6,0.0,11.5,2019,qual
144,vlada rakovic,LAT,4.9,6.6,0.0,11.5,2019,qual
145,luka van den keybus,BEL,5.0,6.433,0.0,11.433,2019,qual
146,razvan-denis marc,ROU,3.9,7.5,0.0,11.4,2019,qual
147,nicola bartolini,ITA,5.1,6.3,0.0,11.4,2019,qual
148,kim vanström,SWE,4.0,7.366,0.0,11.366,2019,qual
149,mitchell morgans,AUS,4.1,7.233,0.0,11.333,2019,qual
150,robert seligman,CRO,4.2,7.133,0.0,11.333,2019,qual
151,kevin crovetto,MON,3.3,7.9,0.0,11.2,2019,qual
152,joseph fox,TRI,3.8,7.366,0.0,11.166,2019,qual
153,andres valverde,CRC,4.0,7.166,0.0,11.166,2019,qual
154,devy dyson,NZL,4.2,6.966,0.0,11.166,2019,qual
155,murad agharzayev,AZE,5.0,6.133,0.0,11.133,2019,qual
156,daniel villafañe,ARG,4.3,6.7,0.0,11.0,2019,qual
157,bidzina sitchinava,GEO,4.8,6.2,0.0,11.0,2019,qual
158,tarik soto,CRC,3.8,7.175,0.0,10.975,2019,qual
159,dzianis sanuvonh,BLR,4.7,6.266,0.0,10.966,2019,qual
160,noah kuavita,BEL,4.3,6.633,0.0,10.933,2019,qual
160,tomas kuzmickas,LTU,4.3,6.633,0.0,10.933,2019,qual
162,jamorn prommanee,THA,4.8,6.1,0.0,10.9,2019,qual
162,ahmet önder,TUR,4.8,6.1,0.0,10.9,2019,qual
164,reiss beckford,JAM,4.4,6.466,0.0,10.866,2019,qual
165,rafael rosendi,CUB,5.0,5.841,0.0,10.841,2019,qual
166,fabian de luna,MEX,4.1,6.733,0.0,10.833,2019,qual
167,andrei muntean,ROU,4.5,6.133,0.0,10.633,2019,qual
168,benedek tomcsanyi,HUN,4.9,5.733,0.0,10.633,2019,qual
169,jackson payne,CAN,5.6,5.033,0.0,10.633,2019,qual
170,vitalijs kardasovs,LAT,2.7,7.9,0.0,10.6,2019,qual
171,daniel radovesnicky,CZE,4.6,6.0,0.0,10.6,2019,qual
172,stian skjerahaug,NOR,5.2,5.366,0.0,10.566,2019,qual
173,aditya rana,IND,3.6,6.933,0.0,10.533,2019,qual
174,vlad cotuna,ROU,4.1,6.433,0.0,10.533,2019,qual
175,konstantin kuzovkov,GEO,3.9,6.6,0.0,10.5,2019,qual
175,saleem naghouj,JOR,3.9,6.6,0.0,10.5,2019,qual
177,ahmad abu al soud,JOR,5.5,5.0,0.0,10.5,2019,qual
178,fabio chicas,ESA,3.5,6.866,0.0,10.366,2019,qual
179,olegs ivanovs,LAT,3.3,7.0,0.0,10.3,2019,qual
180,ilias georgiou,CYP,3.4,6.733,0.0,10.133,2019,qual
181,frantisek cerny,CZE,3.6,6.533,0.0,10.133,2019,qual
182,ashish kumar,IND,4.0,6.1,0.0,10.1,2019,qual
183,caleb faulk,JAM,4.0,6.0,0.0,10.0,2019,qual
184,bernardo almeida,POR,3.3,6.6,0.0,9.9,2019,qual
185,enkhtulga altansukh,MGL,4.2,5.633,0.0,9.833,2019,qual
186,ri wi chol,none,5.1,4.7,0.0,9.8,2019,qual
187,juan abad godoy,ECU,4.0,5.633,0.0,9.633,2019,qual
188,matthias schwab,AUT,4.7,4.833,0.0,9.533,2019,qual
189,petar vefic,SRB,4.0,5.5,0.0,9.5,2019,qual
190,karl idesjö,SWE,2.9,6.566,0.0,9.466,2019,qual
191,jose lopez,PUR,4.1,5.266,0.0,9.366,2019,qual
192,toma modoianu-zseder,ROU,3.6,5.716,0.0,9.316,2019,qual
193,victor rostagno,URU,3.4,5.666,0.0,9.066,2019,qual
194,ioane jimsheleishvili,GEO,3.4,5.566,0.0,8.966,2019,qual
195,joel alvarez,CHI,3.5,5.133,0.0,8.633,2019,qual
196,meshari al deriwish,KUW,3.0,5.166,0.0,8.166,2019,qual
197,arian leon prado,PER,3.6,4.133,0.0,7.733,2019,qual
198,ali al jafar,KUW,2.9,4.1,0.0,7.0,2019,qual
199,sabah al subaiei,KUW,3.3,2.7,0.0,6.0,2019,qual
200,martin gudmundsson,ISL,2.4,6.933,-4.0,5.333,2019,qual
201,nahel clement bouanane,MAR,2.4,6.133,-4.0,4.533,2019,qual
202,gerardo cabrera,URU,3.3,5.2,-4.0,4.5,2019,qual
203,abellino rubio,GUA,2.6,5.0,-4.0,3.6,2019,qual
204,nabil zouhair,MAR,2.0,4.4,-4.0,2.4,2019,qual
205,prosper okosun,NGR,2.0,4.466,-6.3,0.166,2019,qual
1,lee chih-kai,none,6.5,8.766,0.0,15.266,2019,final
2,weng hao,CHN,6.5,8.733,0.0,15.233,2019,final
3,tomomasa hasegawa,JPN,6.5,8.166,0.0,14.666,2019,final
4,thierry pellerin,CAN,6.1,7.6,0.0,13.7,2019,final
5,ferhat arican,TUR,5.9,7.233,0.0,13.133,2019,final
6,bram louwije,NED,6.2,6.566,0.0,12.766,2019,final
7,akim mussayev,KAZ,5.6,7.1,0.0,12.7,2019,final
8,cyril tommasone,FRA,6.2,5.833,0.0,12.033,2019,final
1,weng hao,CHN,6.2,8.833,0.0,15.033,2019,qual
2,lee chih-kai,none,6.2,8.7,0.0,14.9,2019,qual
3,tomomasa hasegawa,JPN,6.5,8.233,0.0,14.733,2019,qual
4,thierry pellerin,CAN,6.1,8.133,0.0,14.233,2019,qual
5,akim mussayev,KAZ,6.0,8.2,0.0,14.2,2019,qual
6,ferhat arican,TUR,5.7,8.033,0.0,13.733,2019,qual
7,bram louwije,NED,5.9,7.733,0.0,13.633,2019,qual
8,cyril tommasone,FRA,5.8,7.8,0.0,13.6,2019,qual
9,matija baron,CRO,5.8,7.666,0.0,13.466,2019,qual
10,nariman kurbanov,KAZ,5.9,7.533,0.0,13.433,2019,qual
11,ahmet önder,TUR,5.3,7.733,0.0,13.033,2019,qual
12,hibiki arayashiki,JPN,6.1,6.6,0.0,12.7,2019,qual
13,christopher remkes,AUS,6.0,6.333,0.0,12.333,2019,qual
14,alexander shatilov,ISR,5.3,6.666,0.0,11.966,2019,qual
15,loris frasca,FRA,5.1,6.633,0.0,11.733,2019,qual
16,michael tone,AUS,5.4,6.2,0.0,11.6,2019,qual
17,hung shih-tung,none,5.2,6.366,0.0,11.566,2019,qual
18,jakov vlahek,CRO,5.8,5.466,0.0,11.266,2019,qual
1,alec yoder,USA,6.1,8.6,0.0,30.0,2020,final
1,alec yoder,USA,6.5,8.8,0.0,30.0,2020,final
2,allan bower,USA,6.1,8.45,0.0,29.0,2020,final
2,allan bower,USA,6.1,8.35,0.0,29.0,2020,final
3,sam mikulak,USA,6.0,8.5,0.0,28.85,2020,final
3,sam mikulak,USA,6.2,8.15,0.0,28.85,2020,final
4,yul moldauer,USA,5.6,8.6,0.0,28.2,2020,final
4,yul moldauer,USA,5.9,8.1,0.0,28.2,2020,final
5,ian gunther,USA,5.3,8.5,0.0,27.75,2020,final
5,ian gunther,USA,5.3,8.65,0.0,27.75,2020,final
6,donothan bailey,USA,6.1,6.9,0.0,27.6,2020,final
6,donothan bailey,USA,6.2,8.4,0.0,27.6,2020,final
7,robert neff,USA,6.1,8.05,0.0,27.2,2020,final
7,robert neff,USA,6.1,6.95,0.0,27.2,2020,final
8,akash modi,USA,5.5,7.6,0.0,27.15,2020,final
8,akash modi,USA,5.8,8.25,0.0,27.15,2020,final
8,nicolas kuebler,USA,4.9,9.0,0.0,27.15,2020,final
8,nicolas kuebler,USA,4.9,8.35,0.0,27.15,2020,final
10,brandon briones,USA,5.5,7.8,0.0,27.0,2020,final
10,brandon briones,USA,5.6,8.1,0.0,27.0,2020,final
10,sean melton,USA,5.5,8.0,0.0,27.0,2020,final
10,sean melton,USA,5.4,8.1,0.0,27.0,2020,final
12,brody malone,USA,5.6,8.35,0.0,26.9,2020,final
12,brody malone,USA,5.3,7.65,0.0,26.9,2020,final
13,marvin kimble,USA,6.3,7.75,0.0,26.85,2020,final
13,marvin kimble,USA,6.0,6.8,0.0,26.85,2020,final
14,colt walker,USA,5.5,7.6,0.0,26.55,2020,final
14,colt walker,USA,5.5,7.95,0.0,26.55,2020,final
14,genko suzuki,USA,5.6,8.25,0.0,26.55,2020,final
14,genko suzuki,USA,5.9,6.8,0.0,26.55,2020,final
16,paul juda,USA,4.1,8.55,0.0,26.4,2020,final
16,paul juda,USA,4.7,9.05,0.0,26.4,2020,final
17,grant breckenridge,USA,4.6,8.75,0.0,25.95,2020,final
17,grant breckenridge,USA,4.9,7.7,0.0,25.95,2020,final
